transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
CUFF.21450.1	CGI_10014645	.	Pre	Post	3.07	DOWN	2.93	0.553723	
CUFF.22727.8	CGI_10027517	.	Pre	Post	1.01	DOWN	2.93	0.991693	
CUFF.23475.1	CGI_10020994	.	Pre	Post	1.81	UP	2.93	0.878881	
CUFF.23695.4	CGI_10019832	.	Pre	Post	1.07	UP	2.93	0.976317	
CUFF.23812.2	CGI_10020559	.	Pre	Post	3.84	UP	2.93	0.771481	
CUFF.24034.6	CGI_10023634	.	Pre	Post	1.42	DOWN	2.93	0.874778	
CUFF.25374.6	CGI_10014729	.	Pre	Post	624.09	UP	2.93	0.726658	
CUFF.25401.2	CGI_10004488	.	Pre	Post	5.88	UP	2.93	0.726658	
CUFF.25617.2	CGI_10024788	.	Pre	Post	1.20	UP	2.93	0.936549	
CUFF.26061.2	CGI_10025889	.	Pre	Post	3.69	UP	2.93	0.812426	
CUFF.26776.1	CGI_10017206	.	Pre	Post	2.09	UP	2.93	0.733421	
CUFF.3722.1	CGI_10018047	.	Pre	Post	1.86	UP	2.93	0.752912	
CUFF.6264.2	CGI_10022886	.	Pre	Post	14.62	UP	2.93	0.7286	
CUFF.8455.1	CGI_10021865	.	Pre	Post	5.65	DOWN	2.93	0.727126	
CUFF.8925.7	CGI_10022951	.	Pre	Post	1.28	DOWN	2.93	0.912566	
CUFF.9233.1	CGI_10013402	.	Pre	Post	1.45	DOWN	2.93	0.781828	
CUFF.9793.1	CGI_10019527	.	Pre	Post	1.43	UP	2.93	0.900832	
EKC17995	CGI_10016753	.	Pre	Post	1.23	UP	2.93	0.960419	
EKC19586	CGI_10008125	.	Pre	Post	1.39	DOWN	2.93	0.839348	
EKC25274	CGI_10019660	.	Pre	Post	1.83	UP	2.93	0.86725	
EKC25449	CGI_10023069	.	Pre	Post	1.78	UP	2.93	0.871209	
EKC31209	CGI_10020786	.	Pre	Post	1.93	DOWN	2.93	0.903933	
EKC31377	CGI_10019238	.	Pre	Post	1.49	UP	2.93	0.772574	
EKC35980	CGI_10027538	.	Pre	Post	2.14	UP	2.93	0.726658	
EKC36078	CGI_10007245	.	Pre	Post	1.44	DOWN	2.93	0.861973	
EKC36510	CGI_10024675	.	Pre	Post	3.66	DOWN	2.93	0.726658	
EKC40943	CGI_10028665	.	Pre	Post	1.91	UP	2.93	0.726658	
TCONS_00006887	XLOC_003845	-	Pre	Post	1.96	UP	2.93	0.747801	
TCONS_00006902	XLOC_003855	-	Pre	Post	1.02	DOWN	2.93	0.989737	
TCONS_00021393	XLOC_010808	CGI_10021868	Pre	Post	1.04	DOWN	2.93	0.980577	
TCONS_00032390	XLOC_015763	tRNA-Pseudo	Pre	Post	1.08	DOWN	2.93	0.955777	
TCONS_00042534	XLOC_020950	-	Pre	Post	2.32	UP	2.93	0.788047	
TCONS_00050786	XLOC_024653	-	Pre	Post	102.94	UP	2.93	0.726658	
TCONS_00057024	XLOC_027361	-	Pre	Post	1.45	UP	2.93	0.885993	
TCONS_00061215	XLOC_029339	-	Pre	Post	3.20	DOWN	2.93	0.649753	
TCONS_00062271	XLOC_029799	CGI_10020552	Pre	Post	1.14	DOWN	2.93	0.938373	
TCONS_00068068	XLOC_032487	-	Pre	Post	83540.13	UP	2.93	0.748664	
TCONS_00069573	XLOC_033174	CGI_10028006	Pre	Post	1.04	DOWN	2.93	0.985611	
TCONS_00071068	XLOC_033900	-	Pre	Post	5.10	DOWN	2.93	0.715491	
TCONS_00071628	XLOC_034162	CGI_10006868	Pre	Post	2.05	UP	2.93	0.846157	
TCONS_00073578	XLOC_035041	-	Pre	Post	1.64	DOWN	2.93	0.773205	
CUFF.12007.1	CGI_10026116	.	Pre	Post	1.30	DOWN	2.92	0.886701	
CUFF.13128.2	CGI_10006439	.	Pre	Post	1788.57	UP	2.92	0.726658	
CUFF.13468.1	CGI_10003343	.	Pre	Post	1.35	DOWN	2.92	0.9251	
CUFF.15398.2	CGI_10025580	.	Pre	Post	1.43	UP	2.92	0.917883	
CUFF.15579.5	CGI_10002441	.	Pre	Post	2.84	UP	2.92	0.740514	
CUFF.1630.3	CGI_10028505	.	Pre	Post	1.65	UP	2.92	0.87013	
CUFF.17202.1	CGI_10004146	.	Pre	Post	4.32	UP	2.92	0.732061	
CUFF.17208.1	CGI_10004108	.	Pre	Post	1.51	UP	2.92	0.928023	
CUFF.20060.1	CGI_10009031	.	Pre	Post	1.11	DOWN	2.92	0.955062	
CUFF.21081.1	CGI_10012120	.	Pre	Post	2.16	DOWN	2.92	0.714254	
CUFF.21297.2	CGI_10013722	.	Pre	Post	1.18	DOWN	2.92	0.928619	
CUFF.23265.3	CGI_10012524	.	Pre	Post	1.70	UP	2.92	0.867702	
CUFF.25359.2	CGI_10026401	.	Pre	Post	2.19	DOWN	2.92	0.784844	
CUFF.28735.1	CGI_10021213	.	Pre	Post	4.00	DOWN	2.92	0.707122	
CUFF.4773.2	CGI_10003896	.	Pre	Post	32.55	DOWN	2.92	0.726658	
CUFF.5503.6	CGI_10014943	.	Pre	Post	1198.04	DOWN	2.92	0.590302	
CUFF.5652.4	CGI_10023966	.	Pre	Post	1.70	UP	2.92	0.843659	
CUFF.6147.4	CGI_10025427	.	Pre	Post	13.23	UP	2.92	0.792384	
CUFF.6526.3	CGI_10002220	.	Pre	Post	2.16	DOWN	2.92	0.864861	
CUFF.6799.3	CGI_10028591	.	Pre	Post	1.03	DOWN	2.92	0.986349	
CUFF.7152.5	CGI_10011615	.	Pre	Post	11.17	DOWN	2.92	0.750738	
CUFF.8885.2	CGI_10005076	.	Pre	Post	2.92	DOWN	2.92	0.813781	
CUFF.8970.2	CGI_10007878	.	Pre	Post	6.09	UP	2.92	0.823838	
EKC19983	CGI_10007159	.	Pre	Post	4.22	UP	2.92	0.726658	
EKC23862	CGI_10008872	.	Pre	Post	1.78	UP	2.92	0.726658	
EKC26719	CGI_10028255	.	Pre	Post	2.11	UP	2.92	0.845332	
EKC28331	CGI_10011552	.	Pre	Post	1.22	DOWN	2.92	0.949206	
EKC31978	CGI_10022853	.	Pre	Post	1.47	UP	2.92	0.816738	
EKC34257	CGI_10018333	.	Pre	Post	1.75	UP	2.92	0.861567	
TCONS_00014763	XLOC_007592	-	Pre	Post	5.03	UP	2.92	0.571292	
TCONS_00015657	XLOC_008046	-	Pre	Post	2.50	UP	2.92	0.726658	
TCONS_00022494	XLOC_011347	CGI_10008389	Pre	Post	1.83	UP	2.92	0.767622	
TCONS_00028364	XLOC_014045	-	Pre	Post	10.88	DOWN	2.92	0.766189	
TCONS_00034046	XLOC_016569	-	Pre	Post	1.06	UP	2.92	0.97945	
TCONS_00043747	XLOC_021486	-	Pre	Post	1.81	DOWN	2.92	0.770555	
TCONS_00049963	XLOC_024281	-	Pre	Post	1.37	UP	2.92	0.95028	
TCONS_00054976	XLOC_026501	-	Pre	Post	4.02	UP	2.92	0.575078	
TCONS_00074482	XLOC_035447	-	Pre	Post	5.95	DOWN	2.92	0.764748	
CUFF.10226.14	CGI_10016402	.	Pre	Post	22.42	DOWN	2.91	0.822566	
CUFF.11793.3	CGI_10011057	.	Pre	Post	6.02	DOWN	2.91	0.394389	
CUFF.11874.3	CGI_10027846	.	Pre	Post	18.77	DOWN	2.91	0.726658	
CUFF.12529.2	CGI_10011249	.	Pre	Post	4.42	UP	2.91	0.792042	
CUFF.13773.1	CGI_10026588	.	Pre	Post	1.07	UP	2.91	0.964712	
CUFF.14211.4	CGI_10017093	.	Pre	Post	19.66	UP	2.91	0.754966	
CUFF.16449.3	CGI_10022068	.	Pre	Post	1.78	DOWN	2.91	0.837109	
CUFF.17020.1	CGI_10003942	.	Pre	Post	1.02	DOWN	2.91	0.982977	
CUFF.19231.5	CGI_10007196	.	Pre	Post	9.84	UP	2.91	0.799663	
CUFF.20282.3	CGI_10009652	.	Pre	Post	1.07	UP	2.91	0.976105	
CUFF.20454.1	CGI_10009977	.	Pre	Post	1.33	UP	2.91	0.954306	
CUFF.2328.3	CGI_10010079	.	Pre	Post	2.92	UP	2.91	0.728255	
CUFF.28525.2	CGI_10021542	.	Pre	Post	1.23	UP	2.91	0.908243	
CUFF.2962.1	CGI_10015365	.	Pre	Post	1.70	DOWN	2.91	0.825024	
CUFF.4230.1	CGI_10016997	.	Pre	Post	3.19	UP	2.91	0.763696	
CUFF.4712.11	CGI_10002568	.	Pre	Post	8.74	UP	2.91	0.838222	
CUFF.5496.7	CGI_10014938	.	Pre	Post	2.33	DOWN	2.91	0.825884	
CUFF.6383.2	CGI_10026567	.	Pre	Post	5.62	DOWN	2.91	0.744874	
CUFF.859.2	CGI_10000877	.	Pre	Post	5.21	DOWN	2.91	0.738784	
CUFF.9346.1	CGI_10010528	.	Pre	Post	2.29	DOWN	2.91	0.81844	
EKC18324	CGI_10013656	.	Pre	Post	1.77	UP	2.91	0.7286	
EKC23018	CGI_10000899	.	Pre	Post	1.29	UP	2.91	0.910052	
EKC32557	CGI_10014518	.	Pre	Post	10.00	DOWN	2.91	0.349983	
EKC32941	CGI_10024732	.	Pre	Post	3.34	UP	2.91	0.517964	
EKC38424	CGI_10008799	.	Pre	Post	3.15	DOWN	2.91	0.779628	
EKC40678	CGI_10014103	.	Pre	Post	1.04	UP	2.91	0.985247	
TCONS_00008966	XLOC_004828	-	Pre	Post	1.63	DOWN	2.91	0.923205	
TCONS_00011882	XLOC_006201	-	Pre	Post	2.63	UP	2.91	0.852292	
TCONS_00021714	XLOC_010964	-	Pre	Post	3.07	DOWN	2.91	0.726658	
TCONS_00032908	XLOC_016002	-	Pre	Post	3.13	DOWN	2.91	0.7234	
TCONS_00035434	XLOC_017270	-	Pre	Post	2.30	UP	2.91	0.726658	
TCONS_00038737	XLOC_019033	CGI_10019284	Pre	Post	5334.42	DOWN	2.91	0.753005	
TCONS_00039758	XLOC_019542	CGI_10025542	Pre	Post	3.16	DOWN	2.91	0.726658	
TCONS_00048782	XLOC_023762	-	Pre	Post	2.95	DOWN	2.91	0.745545	
TCONS_00059530	XLOC_028568	-	Pre	Post	1.01	DOWN	2.91	0.988907	
TCONS_00063374	XLOC_030293	-	Pre	Post	1.68	DOWN	2.91	0.839793	
TCONS_00067831	XLOC_032402	CGI_10016008	Pre	Post	20.93	DOWN	2.91	0.729682	
CUFF.10387.1	CGI_10014403	.	Pre	Post	2.51	DOWN	2.90	0.851534	
CUFF.11401.1	CGI_10008745	.	Pre	Post	19.30	DOWN	2.90	0.740771	
CUFF.1144.1	CGI_10026427	.	Pre	Post	3.63	UP	2.90	0.633818	
CUFF.11874.2	CGI_10027846	.	Pre	Post	7.34	DOWN	2.90	0.724701	
CUFF.1552.5	CGI_10028420	.	Pre	Post	13.57	UP	2.90	0.726658	
CUFF.15747.9	CGI_10017555	.	Pre	Post	19.35	DOWN	2.90	0.726658	
CUFF.1663.1	CGI_10022488	.	Pre	Post	1.09	UP	2.90	0.95092	
CUFF.17476.2	CGI_10004485	.	Pre	Post	1.26	DOWN	2.90	0.907581	
CUFF.17494.3	CGI_10004539	.	Pre	Post	1.84	DOWN	2.90	0.850853	
CUFF.17946.6	CGI_10005248	.	Pre	Post	1201.96	UP	2.90	0.367193	
CUFF.18025.8	CGI_10005325	.	Pre	Post	1.37	DOWN	2.90	0.938559	
CUFF.18055.1	CGI_10005395	.	Pre	Post	5575.85	DOWN	2.90	0.726658	
CUFF.21518.2	CGI_10016817	.	Pre	Post	2.78	DOWN	2.90	0.7286	
CUFF.24291.3	CGI_10021730	.	Pre	Post	18.70	UP	2.90	0.726658	
CUFF.24814.1	CGI_10023442	.	Pre	Post	6.96	UP	2.90	0.737726	
CUFF.25720.4	CGI_10015061	.	Pre	Post	2.09	UP	2.90	0.905071	
CUFF.25954.3	CGI_10015272	.	Pre	Post	1.73	UP	2.90	0.771967	
CUFF.26769.1	CGI_10017200	.	Pre	Post	1.38	DOWN	2.90	0.922331	
CUFF.2857.1	CGI_10010655	.	Pre	Post	1.43	DOWN	2.90	0.948391	
CUFF.3364.1	CGI_10026038	.	Pre	Post	1.37	UP	2.90	0.913919	
CUFF.4490.1	CGI_10018071	.	Pre	Post	1.51	UP	2.90	0.872974	
CUFF.6260.8	CGI_10022884	.	Pre	Post	3.05	UP	2.90	0.871096	
CUFF.6758.2	CGI_10006739	.	Pre	Post	8.32	UP	2.90	0.778134	
CUFF.6866.1	CGI_10028690	.	Pre	Post	2.32	UP	2.90	0.736827	
CUFF.8874.9	CGI_10016056	.	Pre	Post	2.02	DOWN	2.90	0.905516	
CUFF.9529.2	CGI_10002521	.	Pre	Post	2.09	DOWN	2.90	0.860516	
CUFF.9661.5	CGI_10021318	.	Pre	Post	4.61	UP	2.90	0.726658	
EKC20649	CGI_10005648	.	Pre	Post	6.52	DOWN	2.90	0.714254	
EKC23032	CGI_10000826	.	Pre	Post	1.90	UP	2.90	0.785815	
EKC26654	CGI_10017886	.	Pre	Post	1.08	DOWN	2.90	0.959815	
EKC27741	CGI_10007914	.	Pre	Post	1.33	UP	2.90	0.926036	
EKC30591	CGI_10010177	.	Pre	Post	2.32	DOWN	2.90	0.7286	
EKC34940	CGI_10016224	.	Pre	Post	15.42	DOWN	2.90	0.726658	
EKC37252	CGI_10018565	.	Pre	Post	1.38	DOWN	2.90	0.938874	
TCONS_00004271	XLOC_002567	-	Pre	Post	2.69	DOWN	2.90	0.882702	
TCONS_00006709	XLOC_003767	-	Pre	Post	3.05	DOWN	2.90	0.874778	
TCONS_00006846	XLOC_003823	-	Pre	Post	1.21	UP	2.90	0.931186	
TCONS_00013120	XLOC_006767	-	Pre	Post	1.16	UP	2.90	0.93682	
TCONS_00019363	XLOC_009859	-	Pre	Post	1.57	UP	2.90	0.835723	
TCONS_00024110	XLOC_012121	CGI_10020983	Pre	Post	3.00	DOWN	2.90	0.731058	
TCONS_00029182	XLOC_014392	-	Pre	Post	1.60	DOWN	2.90	0.76722	
TCONS_00034583	XLOC_016821	CGI_10020660	Pre	Post	3.81	DOWN	2.90	0.7544	
TCONS_00037563	XLOC_018419	-	Pre	Post	1.88	UP	2.90	0.790213	
TCONS_00041219	XLOC_020295	-	Pre	Post	2.49	UP	2.90	0.751663	
TCONS_00049718	XLOC_024173	-	Pre	Post	1.86	UP	2.90	0.888899	
TCONS_00051016	XLOC_024738	CGI_10007832	Pre	Post	1.08	DOWN	2.90	0.981706	
TCONS_00056861	XLOC_027286	-	Pre	Post	1.02	DOWN	2.90	0.990412	
TCONS_00060755	XLOC_029119	-	Pre	Post	3.84	DOWN	2.90	0.726658	
CUFF.10594.3	CGI_10015184	.	Pre	Post	1.78	DOWN	2.89	0.771967	
CUFF.10984.5	CGI_10021914	.	Pre	Post	1.00	UP	2.89	0.996612	
CUFF.11405.2	CGI_10011306	.	Pre	Post	1.82	UP	2.89	0.835723	
CUFF.12144.3	CGI_10015907	.	Pre	Post	1.87	DOWN	2.89	0.864861	
CUFF.13622.2	CGI_10016553	.	Pre	Post	3.03	UP	2.89	0.726658	
CUFF.1506.8	CGI_10025025	.	Pre	Post	3.63	DOWN	2.89	0.824734	
CUFF.15918.2	CGI_10002756	.	Pre	Post	3.74	DOWN	2.89	0.726658	
CUFF.16658.4	CGI_10003594	.	Pre	Post	5.89	DOWN	2.89	0.680617	
CUFF.16836.1	CGI_10015097	.	Pre	Post	1.14	UP	2.89	0.945058	
CUFF.1880.1	CGI_10021703	.	Pre	Post	7.58	DOWN	2.89	0.753005	
CUFF.19500.1	CGI_10007729	.	Pre	Post	2.82	DOWN	2.89	0.761222	
CUFF.20646.2	CGI_10010718	.	Pre	Post	1.48	UP	2.89	0.905038	
CUFF.21001.1	CGI_10011804	.	Pre	Post	4156.95	DOWN	2.89	0.726658	
CUFF.22438.1	CGI_10024200	.	Pre	Post	4.32	UP	2.89	0.778134	
CUFF.23015.6	CGI_10022160	.	Pre	Post	1.27	UP	2.89	0.963831	
CUFF.23254.1	CGI_10014502	.	Pre	Post	12.42	DOWN	2.89	0.726658	
CUFF.23557.2	CGI_10012491	.	Pre	Post	1.04	DOWN	2.89	0.981707	
CUFF.25865.3	CGI_10017832	.	Pre	Post	3.09	UP	2.89	0.733768	
CUFF.26237.6	CGI_10017406	.	Pre	Post	4773.24	DOWN	2.89	0.726658	
CUFF.26301.1	CGI_10016450	.	Pre	Post	3.60	DOWN	2.89	0.837009	
CUFF.4381.9	CGI_10020836	.	Pre	Post	1.70	DOWN	2.89	0.832608	
CUFF.5342.2	CGI_10009682	.	Pre	Post	2.89	DOWN	2.89	0.726658	
CUFF.6730.3	CGI_10014923	.	Pre	Post	1.81	DOWN	2.89	0.862582	
CUFF.7224.4	CGI_10028272	.	Pre	Post	26286.23	DOWN	2.89	0.65727	
EKC20059	CGI_10006980	.	Pre	Post	2.13	DOWN	2.89	0.895428	
EKC37755	CGI_10023516	.	Pre	Post	1.16	UP	2.89	0.956395	
EKC40892	CGI_10028608	.	Pre	Post	1.50	UP	2.89	0.837327	
EKC41003	CGI_10025307	.	Pre	Post	1.80	UP	2.89	0.886016	
EKC41743	CGI_10028491	.	Pre	Post	1.56	DOWN	2.89	0.947562	
TCONS_00001081	XLOC_000937	-	Pre	Post	2.45	UP	2.89	0.737411	
TCONS_00003653	XLOC_002274	-	Pre	Post	2.04	UP	2.89	0.766189	
TCONS_00006506	XLOC_003664	-	Pre	Post	6.41	UP	2.89	0.804298	
TCONS_00007134	XLOC_003976	-	Pre	Post	6.71	DOWN	2.89	0.726658	
TCONS_00008213	XLOC_004475	CGI_10027361	Pre	Post	2.14	UP	2.89	0.866523	
TCONS_00008504	XLOC_004612	-	Pre	Post	2.68	UP	2.89	0.715192	
TCONS_00019361	XLOC_009857	-	Pre	Post	1.10	UP	2.89	0.959168	
TCONS_00019591	XLOC_009954	-	Pre	Post	1.46	DOWN	2.89	0.892061	
TCONS_00025967	XLOC_012989	-	Pre	Post	1.21	DOWN	2.89	0.908132	
TCONS_00033509	XLOC_016316	-	Pre	Post	1.45	DOWN	2.89	0.773738	
TCONS_00034718	XLOC_016894	-	Pre	Post	1.74	UP	2.89	0.777324	
TCONS_00037982	XLOC_018626	CGI_10012245	Pre	Post	1.13	DOWN	2.89	0.96815	
TCONS_00038937	XLOC_019122	-	Pre	Post	1.14	DOWN	2.89	0.945058	
TCONS_00053994	XLOC_026064	-	Pre	Post	29.91	UP	2.89	0.714254	
CUFF.10162.1	CGI_10019563	.	Pre	Post	2.53	DOWN	2.88	0.779966	
CUFF.11358.3	CGI_10018680	.	Pre	Post	23.98	UP	2.88	0.726658	
CUFF.11784.4	CGI_10015239	.	Pre	Post	2.51	DOWN	2.88	0.898143	
CUFF.11833.4	CGI_10027810	.	Pre	Post	6.67	DOWN	2.88	0.729541	
CUFF.12104.9	CGI_10013481	.	Pre	Post	3.51	UP	2.88	0.714254	
CUFF.12941.2	CGI_10018305	.	Pre	Post	2.21	DOWN	2.88	0.862297	
CUFF.14820.1	CGI_10001535	.	Pre	Post	2.88	UP	2.88	0.587033	
CUFF.17310.2	CGI_10004263	.	Pre	Post	1.97	UP	2.88	0.849277	
CUFF.18332.9	CGI_10028365	.	Pre	Post	2.78	DOWN	2.88	0.726658	
CUFF.18927.2	CGI_10006701	.	Pre	Post	1.32	DOWN	2.88	0.932191	
CUFF.19805.2	CGI_10008556	.	Pre	Post	1.01	DOWN	2.88	0.994389	
CUFF.19845.2	CGI_10008472	.	Pre	Post	1.21	DOWN	2.88	0.931121	
CUFF.21265.2	CGI_10013155	.	Pre	Post	4.02	DOWN	2.88	0.726658	
CUFF.22611.2	CGI_10022454	.	Pre	Post	1.69	DOWN	2.88	0.874746	
CUFF.22950.1	CGI_10018661	.	Pre	Post	1.27	DOWN	2.88	0.887402	
CUFF.23464.2	CGI_10022575	.	Pre	Post	7.64	UP	2.88	0.726658	
CUFF.24065.1	CGI_10005543	.	Pre	Post	2.05	UP	2.88	0.827578	
CUFF.24098.6	CGI_10016214	.	Pre	Post	15.82	UP	2.88	0.830507	
CUFF.27557.2	CGI_10004745	.	Pre	Post	1.60	UP	2.88	0.909909	
CUFF.28116.2	CGI_10006173	.	Pre	Post	7.02	UP	2.88	0.829945	
CUFF.28224.6	CGI_10019160	.	Pre	Post	2.11	DOWN	2.88	0.769739	
CUFF.28554.17	CGI_10021562	.	Pre	Post	2.50	UP	2.88	0.79937	
CUFF.5532.1	CGI_10013235	.	Pre	Post	1.68	UP	2.88	0.869871	
CUFF.6535.1	CGI_10005087	.	Pre	Post	1.12	DOWN	2.88	0.957474	
CUFF.6739.4	CGI_10012067	.	Pre	Post	2.26	DOWN	2.88	0.83936	
CUFF.9324.1	CGI_10014880	.	Pre	Post	1.47	UP	2.88	0.929059	
EKC20563	CGI_10005832	.	Pre	Post	3.49	DOWN	2.88	0.650927	
EKC24789	CGI_10019546	.	Pre	Post	2.15	DOWN	2.88	0.845811	
EKC25170	CGI_10004731	.	Pre	Post	2.98	UP	2.88	0.7286	
EKC29166	CGI_10024289	RPL31	Pre	Post	1.09	UP	2.88	0.81762	
EKC29623	CGI_10027412	.	Pre	Post	4.49	DOWN	2.88	0.736768	
EKC30802	CGI_10019693	.	Pre	Post	5.68	UP	2.88	0.571301	
EKC32523	CGI_10012703	.	Pre	Post	1.63	UP	2.88	0.835457	
EKC42008	CGI_10028191	.	Pre	Post	1.38	DOWN	2.88	0.813412	
TCONS_00007169	XLOC_003988	-	Pre	Post	6.82	DOWN	2.88	0.813421	
TCONS_00012164	XLOC_006301	-	Pre	Post	1.04	UP	2.88	0.98171	
TCONS_00013856	XLOC_007148	-	Pre	Post	2.98	UP	2.88	0.778134	
TCONS_00014791	XLOC_007608	CGI_10020169	Pre	Post	2.09	UP	2.88	0.717744	
TCONS_00032049	XLOC_015594	CGI_10028847	Pre	Post	1.21	DOWN	2.88	0.949528	
TCONS_00034085	XLOC_016596	-	Pre	Post	10.16	UP	2.88	0.828094	
TCONS_00037276	XLOC_018251	CGI_10001192	Pre	Post	1.29	DOWN	2.88	0.929963	
TCONS_00040174	XLOC_019792	-	Pre	Post	1.22	DOWN	2.88	0.963186	
TCONS_00045559	XLOC_022324	-	Pre	Post	33.04	DOWN	2.88	0.726658	
TCONS_00052310	XLOC_025311	-	Pre	Post	2.18	DOWN	2.88	0.742442	
TCONS_00064741	XLOC_030920	-	Pre	Post	11.52	UP	2.88	0.586895	
TCONS_00066695	XLOC_031857	-	Pre	Post	1.07	DOWN	2.88	0.916568	
TCONS_00073957	XLOC_035202	CGI_10010183	Pre	Post	1.05	UP	2.88	0.978325	
CUFF.10422.7	CGI_10011285	.	Pre	Post	2.44	DOWN	2.87	0.831555	
CUFF.11457.6	CGI_10010973	.	Pre	Post	4.82	DOWN	2.87	0.717744	
CUFF.11745.1	CGI_10023728	.	Pre	Post	1.21	UP	2.87	0.944072	
CUFF.12778.3	CGI_10027913	.	Pre	Post	2.60	DOWN	2.87	0.83452	
CUFF.13143.2	CGI_10005568	.	Pre	Post	1273.74	UP	2.87	0.772275	
CUFF.14724.2	CGI_10001440	.	Pre	Post	1.41	UP	2.87	0.841035	
CUFF.15511.3	CGI_10002359	.	Pre	Post	34.20	UP	2.87	0.764938	
CUFF.15747.1	CGI_10017555	.	Pre	Post	5.25	DOWN	2.87	0.75089	
CUFF.15906.3	CGI_10002751	.	Pre	Post	15.61	UP	2.87	0.737749	
CUFF.16824.5	CGI_10021180	.	Pre	Post	1.53	UP	2.87	0.873722	
CUFF.17416.2	CGI_10023239	.	Pre	Post	1.23	DOWN	2.87	0.952375	
CUFF.17608.3	CGI_10020637	.	Pre	Post	2.26	UP	2.87	0.748664	
CUFF.18976.2	CGI_10006790	.	Pre	Post	4.46	DOWN	2.87	0.745339	
CUFF.19063.2	CGI_10007007	.	Pre	Post	3.72	UP	2.87	0.741976	
CUFF.19318.15	CGI_10007347	.	Pre	Post	1.60	UP	2.87	0.940679	
CUFF.21498.1	CGI_10014966	.	Pre	Post	1.09	DOWN	2.87	0.932542	
CUFF.22602.2	CGI_10022442	.	Pre	Post	3.80	DOWN	2.87	0.763014	
CUFF.24034.5	CGI_10023634	.	Pre	Post	6.72	UP	2.87	0.770555	
CUFF.24605.3	CGI_10015390	.	Pre	Post	4941.93	UP	2.87	0.726658	
CUFF.24872.8	CGI_10018327	.	Pre	Post	2.73	DOWN	2.87	0.867702	
CUFF.25217.2	CGI_10021030	.	Pre	Post	1.80	DOWN	2.87	0.765623	
CUFF.25305.3	CGI_10026336	.	Pre	Post	2.36	UP	2.87	0.852718	
CUFF.26204.2	CGI_10017379	.	Pre	Post	4.87	DOWN	2.87	0.771967	
CUFF.27194.2	CGI_10021143	.	Pre	Post	2.15	DOWN	2.87	0.704038	
CUFF.28346.1	CGI_10010738	.	Pre	Post	1.27	DOWN	2.87	0.913249	
CUFF.4596.5	CGI_10018929	.	Pre	Post	2.03	UP	2.87	0.893043	
CUFF.6945.9	CGI_10007241	.	Pre	Post	1.61	UP	2.87	0.905864	
CUFF.7999.4	CGI_10027165	.	Pre	Post	6.45	DOWN	2.87	0.74156	
CUFF.8053.1	CGI_10020600	.	Pre	Post	4.03	DOWN	2.87	0.613997	
CUFF.9466.1	CGI_10020966	.	Pre	Post	1.87	DOWN	2.87	0.864085	
EKC28044	CGI_10008090	.	Pre	Post	2.16	UP	2.87	0.726658	
EKC29786	CGI_10007971	.	Pre	Post	1.03	UP	2.87	0.981384	
EKC29840	CGI_10026172	.	Pre	Post	1.66	UP	2.87	0.898814	
EKC31135	CGI_10028768	.	Pre	Post	1.57	DOWN	2.87	0.824568	
EKC32794	CGI_10017186	.	Pre	Post	1.93	DOWN	2.87	0.721098	
EKC32916	CGI_10010137	.	Pre	Post	2.08	UP	2.87	0.726658	
EKC34264	CGI_10018342	.	Pre	Post	1.68	UP	2.87	0.779966	
EKC40946	CGI_10028668	.	Pre	Post	1.27	UP	2.87	0.882334	
TCONS_00000654	XLOC_000584	-	Pre	Post	21.79	UP	2.87	0.726658	
TCONS_00001243	XLOC_001053	-	Pre	Post	2.33	UP	2.87	0.74607	
TCONS_00002264	XLOC_001670	CGI_10026425	Pre	Post	16.12	DOWN	2.87	0.726658	
TCONS_00004178	XLOC_002529	CGI_10021686	Pre	Post	1.06	DOWN	2.87	0.983625	
TCONS_00031430	XLOC_015326	CGI_10013484	Pre	Post	1.21	DOWN	2.87	0.929963	
TCONS_00033542	XLOC_016333	-	Pre	Post	3.68	UP	2.87	0.726658	
TCONS_00047966	XLOC_023432	CGI_10005896	Pre	Post	2.09	DOWN	2.87	0.759708	
TCONS_00052813	XLOC_025530	-	Pre	Post	136.10	DOWN	2.87	0.72792	
TCONS_00060825	XLOC_029147	CGI_10012523	Pre	Post	1.01	UP	2.87	0.993444	
CUFF.10422.4	CGI_10011285	.	Pre	Post	4.61	DOWN	2.86	0.744254	
CUFF.10590.6	CGI_10015180	.	Pre	Post	1.68	DOWN	2.86	0.932225	
CUFF.11615.1	CGI_10012225	.	Pre	Post	1.32	DOWN	2.86	0.922539	
CUFF.13311.3	CGI_10015970	.	Pre	Post	1.35	UP	2.86	0.932999	
CUFF.14269.1	CGI_10012580	.	Pre	Post	2.47	DOWN	2.86	0.839793	
CUFF.14988.1	CGI_10001827	.	Pre	Post	1.04	UP	2.86	0.981546	
CUFF.1575.5	CGI_10028440	.	Pre	Post	1.38	DOWN	2.86	0.941269	
CUFF.15988.7	CGI_10002862	.	Pre	Post	1.87	UP	2.86	0.907682	
CUFF.16114.2	CGI_10020474	.	Pre	Post	587.03	UP	2.86	0.726658	
CUFF.16211.2	CGI_10003137	.	Pre	Post	1.23	DOWN	2.86	0.886149	
CUFF.16394.5	CGI_10026916	.	Pre	Post	198.63	DOWN	2.86	0.714254	
