ContigID	GOSlim_bin
contig72962	other metabolic processes
contig153553	protein metabolism
contig110702	protein metabolism
contig146920	developmental processes
contig74742	other metabolic processes
contig151774	transport
contig139033	signal transduction
contig118489_211997_114483	developmental processes
contig78358	cell organization and biogenesis
contig174661	other biological processes
contig158672	protein metabolism
contig191873	other biological processes
contig600093	other biological processes
contig218451	cell cycle and proliferation
contig14005	protein metabolism
contig106760_147682	protein metabolism
contig147955	signal transduction
contig151045_118840_151465	cell organization and biogenesis
contig202513	stress response
contig24187	other biological processes
contig209032	other biological processes
contig46444	developmental processes
contig82224	cell cycle and proliferation
contig170527	cell cycle and proliferation
contig209403	signal transduction
contig24261	other metabolic processes
contig191763_152249_15076	other biological processes
contig4252	signal transduction
contig68502	other metabolic processes
contig80825_58347	signal transduction
contig218090	other metabolic processes
contig76327_211015	other biological processes
contig188723	other metabolic processes
contig152409_74549	other biological processes
contig70823	signal transduction
contig187710	developmental processes
contig213608	protein metabolism
contig78706	other biological processes
contig65373_119545_20436	other biological processes
contig7613	other biological processes
contig206020	transport
contig75819	cell adhesion
contig150605	signal transduction
contig129100	other metabolic processes
contig109335_109040	death
contig146681	other biological processes
contig48223	protein metabolism
contig119173	cell organization and biogenesis
contig600045_147701_187906	other biological processes
contig138915	protein metabolism
contig185539	cell organization and biogenesis
contig16974_158273_78528	cell adhesion
contig20681	cell organization and biogenesis
contig5354	stress response
contig75173	protein metabolism
contig145158	cell adhesion
contig77020	signal transduction
contig150455	RNA metabolism
contig152309	cell-cell signaling
contig153213	other biological processes
contig48837_213081_190118	other metabolic processes
contig20079	signal transduction
contig148848	other metabolic processes
contig114416_193872_203924	other biological processes
contig169813	RNA metabolism
contig212111	death
contig149794	protein metabolism
contig207075	stress response
contig112834	cell organization and biogenesis
contig149206	other metabolic processes
contig147022	death
contig172137	other metabolic processes
contig129248_65207	RNA metabolism
contig170005_208199	other biological processes
contig204381_204678_16272	developmental processes
contig171640	protein metabolism
contig77426_155717	signal transduction
contig118174_75735_178939_210656	developmental processes
contig600200	signal transduction
contig148015	stress response
contig108173	other metabolic processes
contig72717_210113	other biological processes
contig147504	cell organization and biogenesis
contig150362	other metabolic processes
contig1732	cell organization and biogenesis
contig193255	signal transduction
contig76783_77612_106844_216081_195491_79244	RNA metabolism
contig176665	signal transduction
contig74260	signal transduction
contig189527	other metabolic processes
contig93381	other metabolic processes
contig110350	protein metabolism
contig110442	RNA metabolism
contig71162	transport
contig209495_82249	other metabolic processes
contig60247	other biological processes
contig75749	transport
contig104803	RNA metabolism
contig48850	DNA metabolism
contig182892_138721_131	transport
contig209047	cell organization and biogenesis
contig93276_12220	cell organization and biogenesis
contig59749	cell cycle and proliferation
contig113120	DNA metabolism
contig209762	other biological processes
contig107941_213491	transport
contig19874	death
contig211823	developmental processes
contig182777	other biological processes
contig73561	other biological processes
contig147153_185124	RNA metabolism
contig105320	protein metabolism
contig148635	developmental processes
contig109531_177717	other biological processes
contig174510	death
contig160328	signal transduction
contig82826	cell organization and biogenesis
contig115194	developmental processes
contig182558_92708_203245_107698_209468_169817	cell-cell signaling
contig114677_105595	other metabolic processes
contig66659	signal transduction
contig195874	other biological processes
contig185983_66637_13329	transport
contig145804	developmental processes
contig182688_157626	other biological processes
contig70152	cell cycle and proliferation
contig207075	death
contig96542	cell cycle and proliferation
contig77309	other metabolic processes
contig152594	other metabolic processes
contig13913_192969	other biological processes
contig164811	signal transduction
contig170898	other biological processes
contig151590	protein metabolism
contig186206_176419_150161_216043_114034_165771	other metabolic processes
contig171112	transport
contig174689	transport
contig150973_178887_189038	other metabolic processes
contig215551	developmental processes
contig97061	stress response
contig99816_208470_81450	stress response
contig166209_25040_148527	developmental processes
contig110316_17551_192682_127216	other biological processes
contig202556	cell adhesion
contig69983	protein metabolism
contig96636	other biological processes
contig203822_16792_151889	RNA metabolism
contig55493	developmental processes
contig204842	RNA metabolism
contig130507	protein metabolism
contig76639	cell organization and biogenesis
contig145512	developmental processes
contig131758	protein metabolism
contig148894	stress response
contig175834	other biological processes
contig150860	other biological processes
contig151525	other metabolic processes
contig192295	developmental processes
contig132551	developmental processes
contig186156	other biological processes
contig99784	other metabolic processes
contig22979	cell adhesion
contig213379	other metabolic processes
contig82253_131725	transport
contig73330	transport
contig104816_24210_191667	other biological processes
contig56978	signal transduction
contig113998_146736	protein metabolism
contig180580	other metabolic processes
contig210749	other biological processes
contig54742	other metabolic processes
contig81969	RNA metabolism
contig78581	other metabolic processes
contig138515	RNA metabolism
contig163216_194259	other biological processes
contig148556	other biological processes
contig73714	developmental processes
contig185077	death
contig52422	other biological processes
contig94069	stress response
contig210539_211357	cell adhesion
contig151907	transport
contig71848	other metabolic processes
contig146719	cell adhesion
contig111005	other metabolic processes
contig78105_108948_169460	other biological processes
contig152385	cell organization and biogenesis
contig7293_118447_177497	cell organization and biogenesis
contig60724	other biological processes
contig156859	other metabolic processes
contig203566	RNA metabolism
contig10156_75121	transport
contig204010	cell cycle and proliferation
contig185817	developmental processes
contig146771	other biological processes
contig97151_21322_111916	signal transduction
contig109357	other metabolic processes
contig22498_15403	transport
contig74650	developmental processes
contig139033	cell organization and biogenesis
contig115906_153518	cell organization and biogenesis
contig99134_218750	transport
contig12783_210258	transport
contig145025	developmental processes
contig69330	other metabolic processes
contig147000	other metabolic processes
contig70750	other metabolic processes
contig157150	other biological processes
contig123587_153243	cell organization and biogenesis
contig15125_156632	cell organization and biogenesis
contig71967	death
contig14286_98692_153842	RNA metabolism
contig65429	signal transduction
contig205176_209756	developmental processes
contig55464_209129	other biological processes
contig175693	signal transduction
contig146281_169093	transport
contig105662_153363_44812	protein metabolism
contig112968	protein metabolism
contig167936	RNA metabolism
contig205814	other biological processes
contig182658	other biological processes
contig158503	protein metabolism
contig98484	signal transduction
contig23359	signal transduction
contig217002	RNA metabolism
contig24045	other biological processes
contig182524	developmental processes
contig96418	other biological processes
contig210130_81208	developmental processes
contig152478	signal transduction
contig148082	transport
contig7747	developmental processes
contig69704	signal transduction
contig104126	cell-cell signaling
contig202411	other metabolic processes
contig148069_189459	signal transduction
contig82421_170935_52317	protein metabolism
contig208305	other biological processes
contig82429_176427_116623_194091_93809_179437	DNA metabolism
contig118580	signal transduction
contig155462	protein metabolism
contig80211_145487	transport
contig205220	developmental processes
contig180687	cell organization and biogenesis
contig68943_170921	RNA metabolism
contig148578_170429	cell adhesion
contig109806	signal transduction
contig176789	RNA metabolism
contig196203	protein metabolism
contig71572	transport
contig69239	transport
contig152176	other biological processes
contig71779	signal transduction
contig99383_214074	other metabolic processes
contig151962	transport
contig151990	other metabolic processes
contig211978	DNA metabolism
contig105625_140650	stress response
contig159089	cell adhesion
contig119327	other metabolic processes
contig193560	other biological processes
contig138131	other biological processes
contig145216	cell cycle and proliferation
contig176610_72583	other metabolic processes
contig185856	protein metabolism
contig211418	DNA metabolism
contig109623	signal transduction
contig54964	RNA metabolism
contig114144	RNA metabolism
contig145843_81827	cell organization and biogenesis
contig129771	cell-cell signaling
contig179702	cell adhesion
contig195502_155510_82740	RNA metabolism
contig138342	other biological processes
contig8644	protein metabolism
contig195554	DNA metabolism
contig4045	RNA metabolism
contig202417	other biological processes
contig17000	transport
contig195756_218276	other metabolic processes
contig25164_157474	cell-cell signaling
contig202556	developmental processes
contig205444	transport
contig148731	other metabolic processes
contig151257	developmental processes
contig171654	signal transduction
contig108569_211830_208029	protein metabolism
contig145316	other biological processes
contig204880	protein metabolism
contig110873	cell-cell signaling
contig24861_147584_159704	transport
contig70083	developmental processes
contig80529_138139	other biological processes
contig111801	other biological processes
contig129892_182314_105087	other metabolic processes
contig107632_139787	signal transduction
contig148279_131491_78541	other biological processes
contig71337_210475	stress response
contig151251	signal transduction
contig167947_16871_107401	signal transduction
contig98039	other biological processes
contig190975	protein metabolism
contig150734	death
contig207305	stress response
contig26735_73886_82537	stress response
contig202554	signal transduction
contig47637	protein metabolism
contig195982	transport
contig210130_81208	cell organization and biogenesis
contig188478	transport
contig207962	developmental processes
contig119396	cell organization and biogenesis
contig182829	stress response
contig110094	protein metabolism
contig71205_211873	signal transduction
contig144047	other metabolic processes
contig159931	transport
contig117081_77977_78164	cell-cell signaling
contig82908	other metabolic processes
contig174254	other biological processes
contig108691	signal transduction
contig9163	transport
contig115219	other metabolic processes
contig99970	RNA metabolism
contig117427	other biological processes
contig81756	developmental processes
contig205369	RNA metabolism
contig212369	other biological processes
contig59953_78635_110629	other biological processes
contig80646	cell organization and biogenesis
contig114816	developmental processes
contig114510_114936	cell organization and biogenesis
contig205290	developmental processes
contig22921_13639	protein metabolism
contig75971_104383	signal transduction
contig171461	transport
contig15936	protein metabolism
contig147007	other biological processes
contig81401	developmental processes
contig75357	protein metabolism
contig60830_105005	signal transduction
contig151678	death
contig155031	RNA metabolism
contig147608	signal transduction
contig97836	developmental processes
contig74709_19182	protein metabolism
contig72621	RNA metabolism
contig145122	cell organization and biogenesis
contig132820	protein metabolism
contig119778	developmental processes
contig169643	transport
contig81189	developmental processes
contig173370_176608	developmental processes
contig68573	cell organization and biogenesis
contig49164_115713	cell cycle and proliferation
contig209781	stress response
contig145665	other biological processes
contig19213_191575	death
contig99296	signal transduction
contig146407	developmental processes
contig182455_116143_186576_147866	signal transduction
contig170375	other metabolic processes
contig60944_78725	developmental processes
contig75713_132719_110407	RNA metabolism
contig109737	signal transduction
contig169855	other biological processes
contig212111	stress response
contig190595	protein metabolism
contig203884	developmental processes
contig146788_211999	stress response
contig79456_98214_18242_43458	stress response
contig170739_20064_56949_9660	other biological processes
contig75173	transport
contig132617	transport
contig147723	other biological processes
contig139510	other metabolic processes
contig99810	DNA metabolism
contig79663	RNA metabolism
contig124550_153083	developmental processes
contig107192	cell organization and biogenesis
contig175680_176054	developmental processes
contig186382	RNA metabolism
contig66224	transport
contig151370_147712	other biological processes
contig152652_211066_201937	developmental processes
contig126556	DNA metabolism
contig177828	developmental processes
contig70928_180462	other biological processes
contig105695	other biological processes
contig211170_207857	developmental processes
contig210229_170849_188942_149224	transport
contig151104_213110_161072	other biological processes
contig175904	protein metabolism
contig210716	cell organization and biogenesis
contig117810	RNA metabolism
contig204778_194233	other metabolic processes
contig140222_154076	other metabolic processes
contig114868	cell organization and biogenesis
contig209501	other metabolic processes
contig177573_174738_205250	other metabolic processes
contig140911	transport
contig79655	developmental processes
contig169284	cell organization and biogenesis
contig115327	transport
contig74204_209449_161411_153661	transport
contig149835	other metabolic processes
contig148776	cell adhesion
contig71442_149163	cell cycle and proliferation
contig109658	other biological processes
contig149356_170114	RNA metabolism
contig152794_118863_170956	other biological processes
contig157913	cell organization and biogenesis
contig47434	death
contig94237_48150	cell adhesion
contig106691	protein metabolism
contig94069	other biological processes
contig119835	signal transduction
contig203879	protein metabolism
contig175753	RNA metabolism
contig157407	DNA metabolism
contig200483	other metabolic processes
contig59222	RNA metabolism
contig193348	other biological processes
contig169600	stress response
contig26735_73886_82537	other biological processes
contig109714_14178	protein metabolism
contig26195_143555	protein metabolism
contig55118	developmental processes
contig25593	signal transduction
contig80733	protein metabolism
contig219271	signal transduction
contig179197_150923	RNA metabolism
contig108461	developmental processes
contig119484	signal transduction
contig116034	protein metabolism
contig131867_75109	developmental processes
contig82754	transport
contig197203	RNA metabolism
contig97381	cell organization and biogenesis
contig131357	other metabolic processes
contig209266	cell organization and biogenesis
contig15062_151578_108025	signal transduction
contig96370	signal transduction
contig11062	other metabolic processes
contig66887_99602	other metabolic processes
contig213833	cell cycle and proliferation
contig81025_104001_57528	cell cycle and proliferation
contig153462	other metabolic processes
contig160330	other biological processes
contig196105	cell organization and biogenesis
contig147539	other biological processes
contig145737	other biological processes
contig123670	other metabolic processes
contig169658	other biological processes
contig145773	other biological processes
contig209121	developmental processes
contig186503	stress response
contig19361	other biological processes
contig108147	signal transduction
contig73470_178641	cell organization and biogenesis
contig203675_103902	other biological processes
contig204110	other metabolic processes
contig152928	cell organization and biogenesis
contig69836	cell organization and biogenesis
contig153411	developmental processes
contig152428	other metabolic processes
contig180059	protein metabolism
contig113258_182525	cell cycle and proliferation
contig26036_203699	developmental processes
contig104553	other metabolic processes
contig178178	signal transduction
contig196172	protein metabolism
contig194316	cell cycle and proliferation
contig112608_77091_153042_20277	signal transduction
contig149076	protein metabolism
contig138163	cell organization and biogenesis
contig145225_106054_132094	other biological processes
contig194946_60493	cell organization and biogenesis
contig151591	cell organization and biogenesis
contig57469	RNA metabolism
contig132004_157690	developmental processes
contig107011	cell organization and biogenesis
contig78495	signal transduction
contig147143_150210_209120	protein metabolism
contig188870	cell cycle and proliferation
contig177288	transport
contig170203_168062_170000_192685_149396_148597_111110_138614_8273_145105	cell organization and biogenesis
contig70745	other biological processes
contig107288	protein metabolism
contig192882	RNA metabolism
contig26006	protein metabolism
contig18847_132855	protein metabolism
contig71243_119113_106186	cell-cell signaling
contig180580	DNA metabolism
contig14154	other metabolic processes
contig203523	developmental processes
contig151130_208055	other metabolic processes
contig151009	cell adhesion
contig146918	stress response
contig185587	protein metabolism
contig151525	transport
contig118791	cell adhesion
contig147399_104874_169150	cell organization and biogenesis
contig76686_139736	developmental processes
contig12281	transport
contig171284	RNA metabolism
contig70434	other metabolic processes
contig149655_76191_107673	cell cycle and proliferation
contig169133	other biological processes
contig70833	signal transduction
contig69665	developmental processes
contig153631	other metabolic processes
contig46340_158732	other biological processes
contig204916	protein metabolism
contig108166	RNA metabolism
contig170277_177948	signal transduction
contig169479	transport
contig114840	developmental processes
contig150985	protein metabolism
contig96903	cell cycle and proliferation
contig205184	other biological processes
contig169358	RNA metabolism
contig139515_153325_81479	other metabolic processes
contig48837_213081_190118	cell organization and biogenesis
contig169114	RNA metabolism
contig158258_53389	transport
contig151779	cell cycle and proliferation
contig20952	other metabolic processes
contig210668	cell adhesion
contig211469_148901_120483	RNA metabolism
contig205962	transport
contig72143	stress response
contig79968	other metabolic processes
contig175042	protein metabolism
contig66530	protein metabolism
contig163807	transport
contig104349	cell cycle and proliferation
contig108339	RNA metabolism
contig109704	developmental processes
contig148624	RNA metabolism
contig106002	cell-cell signaling
contig75238_155841	DNA metabolism
contig74291_177546_107380_189420	other metabolic processes
contig183484	cell organization and biogenesis
contig105100	protein metabolism
contig209271	developmental processes
contig145443	cell organization and biogenesis
contig139834	other biological processes
contig49164_115713	developmental processes
contig116802_21164	transport
contig76271	transport
contig153008	RNA metabolism
contig174871_109095_179917_189616	cell adhesion
contig49669	other biological processes
contig71923	protein metabolism
contig171226	signal transduction
contig127481	cell organization and biogenesis
contig209497	developmental processes
contig145388	stress response
contig116838	other metabolic processes
contig177645	protein metabolism
contig14693	signal transduction
contig110500_179971	developmental processes
contig219276	other biological processes
contig115568_155541	developmental processes
contig74874_208523	other biological processes
contig99144	stress response
contig7031	other biological processes
contig101078	cell organization and biogenesis
contig148290	other metabolic processes
contig149889	developmental processes
contig68192	signal transduction
contig194761	transport
contig146977	protein metabolism
contig204986_65743	other metabolic processes
contig106213	cell cycle and proliferation
contig145729	other metabolic processes
contig209917	other biological processes
contig213017_219159	signal transduction
contig189186	DNA metabolism
contig219015_177677	other metabolic processes
contig79736_155569	cell organization and biogenesis
contig208043	developmental processes
contig124461	transport
contig96542	death
contig146692	transport
contig148095	protein metabolism
contig78961	other metabolic processes
contig112931	developmental processes
contig127210	cell organization and biogenesis
contig121322_74868	other biological processes
contig600079	stress response
contig151277	protein metabolism
contig206048	cell adhesion
contig189376	other metabolic processes
contig174783_217278	developmental processes
contig177268	protein metabolism
contig45587	other metabolic processes
contig8515_78592	other metabolic processes
contig75080	other biological processes
contig106790_99862_153506	transport
contig96990	other metabolic processes
contig146721_156108	RNA metabolism
contig169600	death
contig149553	other biological processes
contig164916	other metabolic processes
contig178121	death
contig205730	transport
contig213331	other metabolic processes
contig194442_100180	cell cycle and proliferation
contig199875	stress response
contig179491_138956_205223	transport
contig82224	death
contig77710	transport
contig104950	transport
contig148891	developmental processes
contig169903	signal transduction
contig131964	signal transduction
contig48196	DNA metabolism
contig118724	cell adhesion
contig10688	other biological processes
contig146561	DNA metabolism
contig111644_179608	other biological processes
contig82649	developmental processes
contig149536_57207_76034	RNA metabolism
contig185189	signal transduction
contig18832_205563	other metabolic processes
contig174510	cell organization and biogenesis
contig153242	other biological processes
contig144925	other biological processes
contig204638	transport
contig8523	other metabolic processes
contig76271	signal transduction
contig156747	DNA metabolism
contig179067	other biological processes
contig111843	other biological processes
contig55875	other biological processes
contig168017	protein metabolism
contig195755	stress response
contig192293_58137	other biological processes
contig145512	other metabolic processes
contig962	signal transduction
contig153382	RNA metabolism
contig97541	other biological processes
contig106322	cell organization and biogenesis
contig194171_73127	stress response
contig147066	other metabolic processes
contig119656	other metabolic processes
contig81833	cell organization and biogenesis
contig114431	cell cycle and proliferation
contig189504	other biological processes
contig204489	cell organization and biogenesis
contig170879	cell organization and biogenesis
contig169208_209432	other metabolic processes
contig170003	other biological processes
contig176346	other biological processes
contig96623	other metabolic processes
contig600070	DNA metabolism
contig187145	other metabolic processes
contig170934	cell cycle and proliferation
contig147007	protein metabolism
contig47404_177640_159949	cell organization and biogenesis
contig212919_176082	developmental processes
contig100209	cell adhesion
contig117738	other biological processes
contig176337	death
contig175909	signal transduction
contig70136	other biological processes
contig75803	cell cycle and proliferation
contig105957	other metabolic processes
contig148668_150530	RNA metabolism
contig219270	developmental processes
contig139098	DNA metabolism
contig92573_205201_218690_171856_159973	other biological processes
contig108683	developmental processes
contig79655	other metabolic processes
contig191471	DNA metabolism
contig116186_74987_82196_137616_3212	protein metabolism
contig76684	stress response
contig79262_107255	developmental processes
contig152269	other metabolic processes
contig180358	signal transduction
contig210003	developmental processes
contig140801_116503_151042	other metabolic processes
contig109139	RNA metabolism
contig106217	cell cycle and proliferation
contig177350	other biological processes
contig1602	protein metabolism
contig174718	stress response
contig211733	other biological processes
contig150238	developmental processes
contig93934	stress response
contig23366_108302	RNA metabolism
contig151700	other metabolic processes
contig178657	cell-cell signaling
contig179074	cell cycle and proliferation
contig24979	transport
contig85212	DNA metabolism
contig68785	stress response
contig194236	developmental processes
contig111137_104416_178298	cell organization and biogenesis
contig120125	signal transduction
contig73562_4476	cell organization and biogenesis
contig116877	cell cycle and proliferation
contig130879	protein metabolism
contig110151_600232_208240_177858_3926	developmental processes
contig178876	protein metabolism
contig79935	other biological processes
contig18507	cell organization and biogenesis
contig105490	RNA metabolism
contig18576	other metabolic processes
contig173841	other biological processes
contig219150	cell cycle and proliferation
contig117730	other metabolic processes
contig181142	RNA metabolism
contig147266	other biological processes
contig140027	cell-cell signaling
contig21651	other biological processes
contig100110_36597	other biological processes
contig153311	transport
contig185740	transport
contig131098	other metabolic processes
contig204254	other metabolic processes
contig178000	signal transduction
contig194837	developmental processes
contig147973	cell organization and biogenesis
contig153273	cell cycle and proliferation
contig177718	other biological processes
contig80552	transport
contig219074	other metabolic processes
contig21241_106122	other metabolic processes
contig164009_66612	protein metabolism
contig171302	developmental processes
contig110734	protein metabolism
contig203113	stress response
contig97651	other metabolic processes
contig147162	other biological processes
contig93795_119072	developmental processes
contig70920	other metabolic processes
contig152471_189632_99286_113725_72863	transport
contig98644_11524_185301	stress response
contig962	cell-cell signaling
contig138607	other biological processes
contig14645	other biological processes
contig119656	cell organization and biogenesis
contig213997_59053	cell organization and biogenesis
contig24045	cell cycle and proliferation
contig219879_167461	other metabolic processes
contig147151	other biological processes
contig119121	transport
contig185163	death
contig97630_105893	developmental processes
contig177844	developmental processes
contig208238	RNA metabolism
contig57019	RNA metabolism
contig210187_17884_73723	protein metabolism
contig150837	other biological processes
contig148783	signal transduction
contig148789	RNA metabolism
contig11326	RNA metabolism
contig115904_129983	stress response
contig140556	other biological processes
contig148179	developmental processes
contig219372	protein metabolism
contig212955	protein metabolism
contig151779	developmental processes
contig73605	cell-cell signaling
contig116932	other metabolic processes
contig132152	cell organization and biogenesis
contig215480_210309_153404	other metabolic processes
contig212861	stress response
contig21241_106122	protein metabolism
contig22185	cell organization and biogenesis
contig75360	other metabolic processes
contig157945	RNA metabolism
contig182252	protein metabolism
contig211475_18491	other biological processes
contig70384	other metabolic processes
contig92736	RNA metabolism
contig118146	RNA metabolism
contig202558	other biological processes
contig177719	cell organization and biogenesis
contig151640	other biological processes
contig203462	RNA metabolism
contig213596_178023_129420	signal transduction
contig112546_109502	protein metabolism
contig175794	other metabolic processes
contig175021	developmental processes
contig105279	death
contig205725	other biological processes
contig170786	transport
contig204676	cell cycle and proliferation
contig139223	cell organization and biogenesis
contig190133	other metabolic processes
contig211919_179573	cell organization and biogenesis
contig111427	other metabolic processes
contig109845_78449	cell organization and biogenesis
contig153266	cell organization and biogenesis
contig209088	protein metabolism
contig176385	signal transduction
contig178686	developmental processes
contig74632	signal transduction
contig213707	developmental processes
contig160186	other metabolic processes
contig75261_209437	cell organization and biogenesis
contig156683	other metabolic processes
contig7955_26359_212481_70894	protein metabolism
contig170117	death
contig153901	stress response
contig194257_194476	developmental processes
contig138410	RNA metabolism
contig8248_6732_14081_97654_170876_18073_105904	cell organization and biogenesis
contig152225	other biological processes
contig147414	developmental processes
contig79924_213295	transport
contig179783	RNA metabolism
contig114176	developmental processes
contig13661_22688	transport
contig171816	signal transduction
contig107100_100361	signal transduction
contig145269	other biological processes
contig69205	transport
contig55873	signal transduction
contig18552	other metabolic processes
contig26308	other biological processes
contig140433	cell organization and biogenesis
contig58203	transport
contig950	RNA metabolism
contig6372	signal transduction
contig96362_105148_204751_179203_112698	signal transduction
contig147579	RNA metabolism
contig168134	other biological processes
contig19784_178080	other biological processes
contig108038	other biological processes
contig108236	transport
contig193403_56647_116660	cell organization and biogenesis
contig140680_170374	protein metabolism
contig99804	death
contig178682	protein metabolism
contig103972	transport
contig149820	other biological processes
contig204880	other metabolic processes
contig145219	stress response
contig75677	protein metabolism
contig108787	other metabolic processes
contig145721	cell organization and biogenesis
contig81293	other metabolic processes
contig10089	other biological processes
contig70947	RNA metabolism
contig176014	cell adhesion
contig146414	other metabolic processes
contig77070	RNA metabolism
contig169831	transport
contig218881_171473_150963_112599	developmental processes
contig87199	stress response
contig102574	transport
contig15982	other biological processes
contig19902_18709	signal transduction
contig204194_204849	protein metabolism
contig98952_107663	other biological processes
contig78495	cell-cell signaling
contig151262	cell organization and biogenesis
contig77425	cell organization and biogenesis
contig196124	other biological processes
contig117043	transport
contig7164_200366	cell organization and biogenesis
contig24601_81645	other biological processes
contig1796	death
contig600169	cell organization and biogenesis
contig68366	other biological processes
contig113082	other metabolic processes
contig145273_159563	transport
contig97773	RNA metabolism
contig135011_153678_153601	cell organization and biogenesis
contig133177	other biological processes
contig74584	death
contig18632_77491	stress response
contig140741	cell adhesion
contig158010_15962_53100	transport
contig73614_600078_190868	signal transduction
contig68762	transport
contig140074	other metabolic processes
contig210614	cell-cell signaling
contig196008_74613_169873	other metabolic processes
contig196025	signal transduction
contig93862_106926	transport
contig194013	other biological processes
contig146809	other metabolic processes
contig171533	other biological processes
contig150786	other biological processes
contig69564_174821	other biological processes
contig192104	other biological processes
contig169071_176898	protein metabolism
contig66380	other metabolic processes
contig94153	RNA metabolism
contig117813	other metabolic processes
contig72463_20667_204963	transport
contig194768	cell adhesion
contig9931	other metabolic processes
contig153662_182024	other biological processes
contig15844_218920	cell cycle and proliferation
contig97680_218590	other metabolic processes
contig160729_165099	cell organization and biogenesis
contig171572	transport
contig155836	other biological processes
contig164714	cell cycle and proliferation
contig77302	cell organization and biogenesis
contig106177	developmental processes
contig185163	protein metabolism
contig72615	developmental processes
contig171446_125937	protein metabolism
contig112370_23972_169963	other biological processes
contig149212	protein metabolism
contig208301_119443	cell organization and biogenesis
contig68618	DNA metabolism
contig129682	other biological processes
contig72306	death
contig175862_210172	other metabolic processes
contig36560	cell cycle and proliferation
contig210187_17884_73723	other biological processes
contig23522_109304	other metabolic processes
contig15408	other biological processes
contig216338	other biological processes
contig73746	DNA metabolism
contig158233	other biological processes
contig110068	protein metabolism
contig107191	other metabolic processes
contig195890	cell cycle and proliferation
contig189533_109443_15068	RNA metabolism
contig79297	cell organization and biogenesis
contig148379	other biological processes
contig148035_194027	cell cycle and proliferation
contig192645	other metabolic processes
contig204814	signal transduction
contig116209	protein metabolism
contig213185	cell organization and biogenesis
contig169660	transport
contig188932_80336	other biological processes
contig11161	protein metabolism
contig132691	stress response
contig151965	DNA metabolism
contig171330	cell adhesion
contig113998_146736	other biological processes
contig152616	protein metabolism
contig17079	cell adhesion
contig144939	cell cycle and proliferation
contig107379	other biological processes
contig148191	other metabolic processes
contig72282_77790	DNA metabolism
contig77937	other metabolic processes
contig145196	cell-cell signaling
contig70279_107383	other biological processes
contig130717	other biological processes
contig152069	other biological processes
contig146878	other biological processes
contig211965	other biological processes
contig13389	developmental processes
contig148698_147620	cell adhesion
contig107080	other metabolic processes
contig150891_2650_70570	other metabolic processes
contig185163	developmental processes
contig83127	other metabolic processes
contig152850	signal transduction
contig210614	signal transduction
contig99674	other biological processes
contig167873	other biological processes
contig68811	protein metabolism
contig68409	cell organization and biogenesis
contig203982_210035_218454	signal transduction
contig176076	protein metabolism
contig82066	other biological processes
contig65197	other metabolic processes
contig23718	other metabolic processes
contig192582	other metabolic processes
contig71438_109616_18951_19331_203656	protein metabolism
contig147199	death
contig54684	cell adhesion
contig138285	cell organization and biogenesis
contig69415	other metabolic processes
contig3151	developmental processes
contig147668_196078	cell-cell signaling
contig17079	developmental processes
contig92386	developmental processes
contig107875	protein metabolism
contig147246	other biological processes
contig14243	other biological processes
contig103314	signal transduction
contig187092	protein metabolism
contig117730	protein metabolism
contig140649	other biological processes
contig130526	cell organization and biogenesis
contig116389	protein metabolism
contig16300	other biological processes
contig148001_209753_14227	other biological processes
contig177350	transport
contig176837	transport
contig13407	cell organization and biogenesis
contig217061	other metabolic processes
contig196025	RNA metabolism
contig20869	other biological processes
contig146952	protein metabolism
contig133314	other metabolic processes
contig184749_118393	other metabolic processes
contig210628	other metabolic processes
contig66148	other metabolic processes
contig194996	transport
contig76163	cell organization and biogenesis
contig182575_204777	signal transduction
contig75223	other biological processes
contig210528	protein metabolism
contig151334	protein metabolism
contig169906	other biological processes
contig13252	other metabolic processes
contig19874	protein metabolism
contig204545	cell cycle and proliferation
contig116107	signal transduction
contig110002	developmental processes
contig160402_178588_169464_82650	protein metabolism
contig159442_108037_113014	protein metabolism
contig176648	DNA metabolism
contig71591_218878	cell cycle and proliferation
contig117764	other biological processes
contig150526	developmental processes
contig57671	stress response
contig145208	cell adhesion
contig106820_151399	other biological processes
contig145955	cell cycle and proliferation
contig76239	DNA metabolism
contig130071	cell organization and biogenesis
contig211207	signal transduction
contig179841	stress response
contig211287	other biological processes
contig73908	cell cycle and proliferation
contig151504	DNA metabolism
contig80438	signal transduction
contig116072_111752_120057	protein metabolism
contig71438_109616_18951_19331_203656	other biological processes
contig108922	cell cycle and proliferation
contig168916	transport
contig66421	RNA metabolism
contig217539	developmental processes
contig112152	signal transduction
contig46728	other biological processes
contig194500	other biological processes
contig151983	signal transduction
contig74360_111290	signal transduction
contig151144	signal transduction
contig204589	cell cycle and proliferation
contig99022	protein metabolism
contig180515	developmental processes
contig55911	cell adhesion
contig159279_157271_75557	stress response
contig113998_146736	cell adhesion
contig94129	stress response
contig197678	signal transduction
contig161166_189429	other metabolic processes
contig148095	developmental processes
contig169183	cell organization and biogenesis
contig58731	other biological processes
contig140174_105238	developmental processes
contig108686	other metabolic processes
contig210066	cell organization and biogenesis
contig147758	developmental processes
contig169744	other biological processes
contig210909	developmental processes
contig105389	other metabolic processes
contig73929	other metabolic processes
contig200240_192296	other biological processes
contig94726	RNA metabolism
contig129533	stress response
contig55888	other biological processes
contig69693	other biological processes
contig213999	developmental processes
contig14567	signal transduction
contig205367_158585	developmental processes
