ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig4952	cell projection organization	cell organization and biogenesis	P	Intraflagellar transport protein 20 homolog A
Haliotis_kam_contig4967	cell projection organization	cell organization and biogenesis	P	"Dynein beta chain, flagellar outer arm"
Haliotis_kam_contig8287	cell projection organization	cell organization and biogenesis	P	"Dynein beta chain, ciliary"
Haliotis_kam_contig8615	cell projection organization	cell organization and biogenesis	P	Intraflagellar transport protein 20 homolog
Haliotis_kam_contig1189	microvillus assembly	cell organization and biogenesis	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig2974	microvillus assembly	cell organization and biogenesis	P	Radixin (ESP10)
Haliotis_kam_contig1189	actin cytoskeleton organization	cell organization and biogenesis	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig1602	actin cytoskeleton organization	cell organization and biogenesis	P	Profilin-A
Haliotis_kam_contig3510	actin cytoskeleton organization	cell organization and biogenesis	P	Thymosin beta-10
Haliotis_kam_contig4083	actin cytoskeleton organization	cell organization and biogenesis	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig8396	actin cytoskeleton organization	cell organization and biogenesis	P	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Myogenic MEF2-activated Xin-related protein) (Myomaxin) (mXinbeta)
Haliotis_kam_contig985	actin cytoskeleton organization	cell organization and biogenesis	P	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)
Haliotis_kam_contig8588	actin filament polymerization	cell organization and biogenesis	P	Gelsolin-like protein 1 (Actin-modulator) (EWAM) (EWAM-P1)
Haliotis_kam_contig8588	actin filament fragmentation	cell organization and biogenesis	P	Gelsolin-like protein 1 (Actin-modulator) (EWAM) (EWAM-P1)
Haliotis_kam_contig7181	protein repair	protein metabolism	P	Methionine-R-sulfoxide reductase B3 (MsrB3) (EC 1.8.4.-)
Haliotis_kam_contig4362	hemopoiesis	developmental processes	P	"Glutaredoxin-related protein 5, mitochondrial (Monothiol glutaredoxin-5)"
Haliotis_kam_contig8192	myeloid cell differentiation	developmental processes	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig2052	protein import into mitochondrial matrix	transport	P	Mitochondrial import inner membrane translocase subunit TIM14
Haliotis_kam_contig2052	protein import into mitochondrial matrix	cell organization and biogenesis	P	Mitochondrial import inner membrane translocase subunit TIM14
Haliotis_kam_contig1414	cell differentiation	other biological processes	P	Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]
Haliotis_kam_contig1767	cell differentiation	other biological processes	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig2165	cell differentiation	other biological processes	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig3546	cell differentiation	other biological processes	P	Nucleoside diphosphate kinase homolog 5 (NDK-H 5) (NDP kinase homolog 5) (Inhibitor of p53-induced apoptosis-beta) (IPIA-beta) (Testis-specific nm23 homolog) (nm23-H5)
Haliotis_kam_contig3751	cell differentiation	other biological processes	P	Angio-associated migratory cell protein
Haliotis_kam_contig4523	cell differentiation	other biological processes	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig4888	cell differentiation	other biological processes	P	Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]
Haliotis_kam_contig5343	cell differentiation	other biological processes	P	Protein odd-skipped-related 2
Haliotis_kam_contig5767	cell differentiation	other biological processes	P	Sequestosome-1 (Ubiquitin-binding protein p62)
Haliotis_kam_contig5898	cell differentiation	other biological processes	P	Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 2) (Histone-arginine N-methyltransferase PRMT1) (EC 2.1.1.125)
Haliotis_kam_contig66	cell differentiation	other biological processes	P	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)
Haliotis_kam_contig6861	cell differentiation	other biological processes	P	"Cysteine and glycine-rich protein 3 (Cardiac LIM protein) (Cysteine-rich protein 3) (CRP3) (LIM domain protein, cardiac) (Muscle LIM protein)"
Haliotis_kam_contig7343	cell differentiation	other biological processes	P	Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]
Haliotis_kam_contig7976	cell differentiation	other biological processes	P	Solute carrier organic anion transporter family member 4C1 (Oatp-R) (Solute carrier family 21 member 20)
Haliotis_kam_contig8192	cell differentiation	other biological processes	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig8605	cell differentiation	other biological processes	P	Kazal-type serine protease inhibitor domain-containing protein 1 (Bone and odontoblast-expressed protein 1) (Insulin-like growth factor-binding-related protein 10) (IGFBP-rP10) (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4)
Haliotis_kam_contig962	cell differentiation	other biological processes	P	Transitional endoplasmic reticulum ATPase TER94 (EC 3.6.4.6) (Valosin-containing protein homolog)
Haliotis_kam_contig8192	regulation of cell adhesion	cell adhesion	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig1775	regulation of proteolysis	protein metabolism	P	NEDD8 (Neddylin) (Ubiquitin-like protein Nedd8)
Haliotis_kam_contig1353	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Conserved ATPase domain protein 44) (CADp44) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)
Haliotis_kam_contig2733	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)
Haliotis_kam_contig331	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 6B (ATPase MS73)
Haliotis_kam_contig3381	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)
Haliotis_kam_contig346	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 4 (P26s4)
Haliotis_kam_contig5822	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 4 (P26s4)
Haliotis_kam_contig6394	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2)
Haliotis_kam_contig8576	protein catabolic process	protein metabolism	P	26S protease regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Tat-binding protein 1) (TBP-1)
Haliotis_kam_contig156	platelet activation	stress response	P	Collagen alpha-1(III) chain
Haliotis_kam_contig2006	platelet activation	stress response	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig7764	platelet activation	stress response	P	Collagen alpha-1(III) chain
Haliotis_kam_contig1478	regulation of DNA replication initiation	DNA metabolism	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig408	negative regulation of Wnt receptor signaling pathway	signal transduction	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig6721	neuron differentiation	developmental processes	P	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)
Haliotis_kam_contig2010	B cell differentiation	developmental processes	P	CCAAT/enhancer-binding protein gamma (C/EBP gamma) (Granulocyte colony-stimulating factor promoter element 1-binding protein) (GPE1-BP) (GPE1-binding protein) (Immunoglobulin enhancer-binding protein 1) (IG/EBP-1)
Haliotis_kam_contig4342	positive regulation of blood coagulation	stress response	P	Peroxiredoxin-2 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
Haliotis_kam_contig835	extracellular matrix organization	cell organization and biogenesis	P	Periostin (PN) (Osteoblast-specific factor 2) (OSF-2)
Haliotis_kam_contig8605	extracellular matrix organization	cell organization and biogenesis	P	Kazal-type serine protease inhibitor domain-containing protein 1 (Bone and odontoblast-expressed protein 1) (Insulin-like growth factor-binding-related protein 10) (IGFBP-rP10) (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4)
Haliotis_kam_contig156	collagen fibril organization	cell organization and biogenesis	P	Collagen alpha-1(III) chain
Haliotis_kam_contig7764	collagen fibril organization	cell organization and biogenesis	P	Collagen alpha-1(III) chain
Haliotis_kam_contig4083	myofibril assembly	developmental processes	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig4083	myofibril assembly	cell organization and biogenesis	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig71	myofibril assembly	developmental processes	P	"Troponin T, skeletal muscle (Protein intended thorax) (Protein upheld)"
Haliotis_kam_contig71	myofibril assembly	cell organization and biogenesis	P	"Troponin T, skeletal muscle (Protein intended thorax) (Protein upheld)"
Haliotis_kam_contig71	muscle thin filament assembly	developmental processes	P	"Troponin T, skeletal muscle (Protein intended thorax) (Protein upheld)"
Haliotis_kam_contig71	muscle thin filament assembly	cell organization and biogenesis	P	"Troponin T, skeletal muscle (Protein intended thorax) (Protein upheld)"
Haliotis_kam_contig3228	cellulose catabolic process	other metabolic processes	P	"Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"
Haliotis_kam_contig2034	apoptotic nuclear changes	cell organization and biogenesis	P	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic-interferon-induced mortality 19 protein) (GRIM-19) (NADH-ubiquinone oxidoreductase B16.6 subunit)
Haliotis_kam_contig2034	apoptotic nuclear changes	death	P	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic-interferon-induced mortality 19 protein) (GRIM-19) (NADH-ubiquinone oxidoreductase B16.6 subunit)
Haliotis_kam_contig7700	positive regulation of cell growth	other biological processes	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig1387	negative regulation of cell growth	other biological processes	P	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)"
Haliotis_kam_contig2034	negative regulation of cell growth	other biological processes	P	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic-interferon-induced mortality 19 protein) (GRIM-19) (NADH-ubiquinone oxidoreductase B16.6 subunit)
Haliotis_kam_contig408	negative regulation of cell growth	other biological processes	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig1478	"DNA damage response, signal transduction by p53 class mediator"	signal transduction	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig1478	"DNA damage response, signal transduction by p53 class mediator"	stress response	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig8192	regulation of cell migration	other biological processes	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig408	positive regulation of cell migration	other biological processes	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig796	positive regulation of cell migration	other biological processes	P	Migration and invasion enhancer 1
Haliotis_kam_contig8533	positive regulation of cell migration	other biological processes	P	Migration and invasion enhancer 1
Haliotis_kam_contig1189	negative regulation of cell migration	other biological processes	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig1884	ER-associated protein catabolic process	protein metabolism	P	Protein transport protein Sec61 subunit beta
Haliotis_kam_contig703	ER-associated protein catabolic process	protein metabolism	P	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Fragment)
Haliotis_kam_contig962	ER-associated protein catabolic process	protein metabolism	P	Transitional endoplasmic reticulum ATPase TER94 (EC 3.6.4.6) (Valosin-containing protein homolog)
Haliotis_kam_contig3228	sporulation resulting in formation of a cellular spore	other biological processes	P	"Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"
Haliotis_kam_contig2244	filamentous growth	other biological processes	P	Heat shock protein 90 homolog
Haliotis_kam_contig1075	maturation of SSU-rRNA	RNA metabolism	P	40S ribosomal protein S14
Haliotis_kam_contig5343	positive regulation of bone mineralization	developmental processes	P	Protein odd-skipped-related 2
Haliotis_kam_contig1816	sorocarp development	stress response	P	SCF ubiquitin ligase complex protein SKP1a (Glycoprotein FP21 isoform A) [Cleaved into: SCF ubiquitin ligase complex protein SKP1a(4-162); SCF ubiquitin ligase complex protein SKP1a(6-162)]
Haliotis_kam_contig1816	sorocarp development	developmental processes	P	SCF ubiquitin ligase complex protein SKP1a (Glycoprotein FP21 isoform A) [Cleaved into: SCF ubiquitin ligase complex protein SKP1a(4-162); SCF ubiquitin ligase complex protein SKP1a(6-162)]
Haliotis_kam_contig8409	sorocarp development	stress response	P	SCF ubiquitin ligase complex protein SKP1b (Glycoprotein FP21 isoform B) [Cleaved into: SCF ubiquitin ligase complex protein SKP1b(4-162); SCF ubiquitin ligase complex protein SKP1b(6-162)]
Haliotis_kam_contig8409	sorocarp development	developmental processes	P	SCF ubiquitin ligase complex protein SKP1b (Glycoprotein FP21 isoform B) [Cleaved into: SCF ubiquitin ligase complex protein SKP1b(4-162); SCF ubiquitin ligase complex protein SKP1b(6-162)]
Haliotis_kam_contig4083	pseudocleavage during syncytial blastoderm formation	developmental processes	P	Ras-like GTP-binding protein Rho1
Haliotis_kam_contig1189	cellular phosphate ion homeostasis	other biological processes	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig559	beta-lactam antibiotic catabolic process	other metabolic processes	P	Beta-lactamase TEM (EC 3.5.2.6) (Penicillinase)
Haliotis_kam_contig5561	ovarian follicle cell development	other biological processes	P	"Myosin regulatory light chain sqh (Myosin regulatory light chain, nonmuscle) (MRLC-C) (Protein spaghetti-squash)"
Haliotis_kam_contig1642	germarium-derived female germ-line cyst encapsulation	developmental processes	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)
Haliotis_kam_contig3903	germarium-derived female germ-line cyst encapsulation	developmental processes	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)
Haliotis_kam_contig5824	germarium-derived female germ-line cyst encapsulation	developmental processes	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)
Haliotis_kam_contig3423	germ-line stem cell maintenance	other biological processes	P	Ubiquitin-conjugating enzyme E2-17 kDa (EC 6.3.2.19) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)
Haliotis_kam_contig1642	ring canal formation	cell organization and biogenesis	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)
Haliotis_kam_contig3903	ring canal formation	cell organization and biogenesis	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)
Haliotis_kam_contig5824	ring canal formation	cell organization and biogenesis	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)
Haliotis_kam_contig3317	ovulation	other biological processes	P	15-hydroxyprostaglandin dehydrogenase [NAD(+)] (15-PGDH) (EC 1.1.1.141) (Prostaglandin dehydrogenase 1)
Haliotis_kam_contig3841	regulation of actin filament polymerization	protein metabolism	P	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)
Haliotis_kam_contig3841	regulation of actin filament polymerization	cell organization and biogenesis	P	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)
Haliotis_kam_contig6061	regulation of actin filament polymerization	protein metabolism	P	Actin-related protein 2/3 complex subunit 1A
Haliotis_kam_contig6061	regulation of actin filament polymerization	cell organization and biogenesis	P	Actin-related protein 2/3 complex subunit 1A
Haliotis_kam_contig7388	regulation of actin filament polymerization	protein metabolism	P	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)
Haliotis_kam_contig7388	regulation of actin filament polymerization	cell organization and biogenesis	P	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)
Haliotis_kam_contig985	regulation of actin filament polymerization	protein metabolism	P	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)
Haliotis_kam_contig985	regulation of actin filament polymerization	cell organization and biogenesis	P	Actin-related protein 2/3 complex subunit 1A (SOP2-like protein)
Haliotis_kam_contig8567	epithelial cell differentiation	developmental processes	P	CD63 antigen (Mast cell antigen AD1) (CD antigen CD63)
Haliotis_kam_contig3120	midbrain development	developmental processes	P	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)
Haliotis_kam_contig828	midbrain development	developmental processes	P	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)
Haliotis_kam_contig5325	endoplasmic reticulum unfolded protein response	signal transduction	P	Protein disulfide-isomerase 2 (EC 5.3.4.1) (PDI 1) (Prolyl 4-hydroxylase subunit beta-2)
Haliotis_kam_contig5325	endoplasmic reticulum unfolded protein response	stress response	P	Protein disulfide-isomerase 2 (EC 5.3.4.1) (PDI 1) (Prolyl 4-hydroxylase subunit beta-2)
Haliotis_kam_contig1884	"retrograde protein transport, ER to cytosol"	transport	P	Protein transport protein Sec61 subunit beta
Haliotis_kam_contig1164	pancreas development	developmental processes	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig7639	exocrine pancreas development	developmental processes	P	X-box-binding protein 1 (XBP-1)
Haliotis_kam_contig602	actomyosin structure organization	cell organization and biogenesis	P	"Calponin-3 (Calponin, acidic isoform) (Calponin, non-muscle isoform)"
Haliotis_kam_contig5898	regulation of histone modification	protein metabolism	P	Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 2) (Histone-arginine N-methyltransferase PRMT1) (EC 2.1.1.125)
Haliotis_kam_contig5898	regulation of histone modification	cell organization and biogenesis	P	Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 2) (Histone-arginine N-methyltransferase PRMT1) (EC 2.1.1.125)
Haliotis_kam_contig216	organ regeneration	developmental processes	P	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
Haliotis_kam_contig680	organ regeneration	developmental processes	P	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)
Haliotis_kam_contig2247	regulation of microtubule polymerization	protein metabolism	P	ADP-ribosylation factor-like protein 2
Haliotis_kam_contig2247	regulation of microtubule polymerization	cell organization and biogenesis	P	ADP-ribosylation factor-like protein 2
Haliotis_kam_contig2247	positive regulation of microtubule polymerization	protein metabolism	P	ADP-ribosylation factor-like protein 2
Haliotis_kam_contig2247	positive regulation of microtubule polymerization	cell organization and biogenesis	P	ADP-ribosylation factor-like protein 2
Haliotis_kam_contig7882	rRNA pseudouridine synthesis	RNA metabolism	P	H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2) (snoRNP protein NHP2)
Haliotis_kam_contig8375	mRNA 3'-end processing	RNA metabolism	P	"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)"
Haliotis_kam_contig1537	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
Haliotis_kam_contig5602	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)
Haliotis_kam_contig5900	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig7700	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig467	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	protein metabolism	P	RING-box protein 1 (Rbx1) (Hyperosmotic protein 21) (sHOP21)
Haliotis_kam_contig6721	neuron projection development	developmental processes	P	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)
Haliotis_kam_contig6721	neuron projection development	cell organization and biogenesis	P	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)
Haliotis_kam_contig2006	T cell costimulation	other biological processes	P	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)"
Haliotis_kam_contig2366	T cell costimulation	other biological processes	P	Caveolin-1
Haliotis_kam_contig1113	regulation of protein ubiquitination	protein metabolism	P	"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)"
Haliotis_kam_contig7700	positive regulation of protein ubiquitination	protein metabolism	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig449	actin cytoskeleton reorganization	cell organization and biogenesis	P	"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain)"
Haliotis_kam_contig5366	actin cytoskeleton reorganization	cell organization and biogenesis	P	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)
Haliotis_kam_contig7332	actin cytoskeleton reorganization	cell organization and biogenesis	P	"Alpha-actinin, sarcomeric (F-actin cross-linking protein)"
Haliotis_kam_contig1478	G1/S transition checkpoint	cell cycle and proliferation	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig1478	G2/M transition checkpoint	cell cycle and proliferation	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig8192	cell-substrate adhesion	cell adhesion	P	cAMP-dependent protein kinase catalytic subunit PRKX (PrKX) (Protein kinase X) (Protein kinase X-linked) (Serine/threonine-protein kinase PRKX) (EC 2.7.11.1) (Protein kinase PKX1)
Haliotis_kam_contig1775	regulation of protein stability	protein metabolism	P	NEDD8 (Neddylin) (Ubiquitin-like protein Nedd8)
Haliotis_kam_contig3423	regulation of protein stability	protein metabolism	P	Ubiquitin-conjugating enzyme E2-17 kDa (EC 6.3.2.19) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)
Haliotis_kam_contig4342	negative regulation of lipopolysaccharide-mediated signaling pathway	signal transduction	P	Peroxiredoxin-2 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
Haliotis_kam_contig1164	response to nutrient levels	other biological processes	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig8041	regulation of protein amino acid autophosphorylation	protein metabolism	P	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16)
Haliotis_kam_contig1478	positive regulation of protein amino acid autophosphorylation	protein metabolism	P	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1)
Haliotis_kam_contig4070	negative regulation of translational initiation in response to stress	stress response	P	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)
Haliotis_kam_contig4070	negative regulation of translational initiation in response to stress	protein metabolism	P	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)
